#date	dose_E(mGy/day)	dose_B(mGy/day)
2022-02-17 09:04:22.778966	3.18E-001	2.96E-001
2022-02-17 09:21:28.788649	3.13E-001	3.19E-001
2022-02-17 09:38:34.798333	3.12E-001	3.09E-001
2022-02-17 09:55:40.808016	3.16E-001	3.08E-001
2022-02-17 10:12:21.817463	3.20E-001	2.90E-001
2022-02-17 10:26:19.825372	3.22E-001	2.90E-001
2022-02-17 10:43:24.835046	3.14E-001	2.90E-001
2022-02-17 11:00:30.844730	3.17E-001	2.98E-001
2022-02-17 11:17:36.854413	3.14E-001	2.86E-001
2022-02-17 11:34:42.864096	3.17E-001	2.82E-001
2022-02-17 11:51:48.873780	3.14E-001	3.07E-001
2022-02-17 12:08:54.883463	3.11E-001	2.86E-001
2022-02-17 12:26:00.893147	3.07E-001	3.02E-001
2022-02-17 12:43:06.902830	3.09E-001	2.81E-001
2022-02-17 13:00:12.912513	3.13E-001	2.98E-001
2022-02-17 13:17:18.922197	3.10E-001	2.80E-001
2022-02-17 13:34:10.931748	3.07E-001	3.06E-001
2022-02-17 13:51:15.941422	3.03E-001	2.93E-001
2022-02-17 14:08:20.951096	3.04E-001	2.80E-001
2022-02-17 14:25:26.960779	3.01E-001	2.84E-001
2022-02-17 14:42:32.970463	3.08E-001	2.78E-001
2022-02-17 14:59:38.980146	3.00E-001	2.99E-001
2022-02-17 15:16:44.989830	2.99E-001	3.27E-001
2022-02-17 15:33:50.999513	3.02E-001	2.95E-001
2022-02-17 15:50:57.009196	3.03E-001	3.08E-001
2022-02-17 16:08:03.018880	2.99E-001	2.73E-001
2022-02-17 16:25:09.028563	3.01E-001	2.99E-001
2022-02-17 16:42:15.038246	2.98E-001	2.79E-001
2022-02-17 16:59:21.047930	2.93E-001	2.99E-001
2022-02-17 17:16:27.057613	2.94E-001	2.96E-001
2022-02-17 17:33:33.067297	2.95E-001	2.65E-001
2022-02-17 17:50:40.076989	2.93E-001	2.88E-001
2022-02-17 18:07:46.086673	2.93E-001	2.72E-001
2022-02-17 18:24:52.096356	2.96E-001	2.93E-001
2022-02-17 18:41:58.106040	2.93E-001	2.75E-001
2022-02-17 18:59:04.115723	2.89E-001	2.89E-001
2022-02-17 19:16:10.125406	2.94E-001	3.08E-001
2022-02-17 19:33:16.135090	2.96E-001	2.91E-001
2022-02-17 19:50:22.144773	2.94E-001	2.67E-001
2022-02-17 20:07:28.154457	2.94E-001	2.69E-001
2022-02-17 20:24:34.164140	2.93E-001	2.78E-001
2022-02-17 20:41:40.173823	2.94E-001	2.71E-001
2022-02-17 20:58:20.183261	2.90E-001	2.83E-001
2022-02-17 21:08:15.188877	2.88E-001	2.66E-001
2022-02-17 21:25:20.198551	2.85E-001	2.67E-001
2022-02-17 21:42:26.208234	2.88E-001	2.80E-001
2022-02-17 21:59:32.217918	2.92E-001	2.84E-001
2022-02-17 22:16:38.227601	2.92E-001	2.87E-001
2022-02-17 22:33:44.237284	2.92E-001	2.82E-001
2022-02-17 22:50:50.246968	2.87E-001	2.68E-001
2022-02-17 23:07:56.256651	2.87E-001	2.59E-001
2022-02-17 23:25:03.266344	2.87E-001	2.77E-001
2022-02-17 23:42:09.276027	2.87E-001	3.03E-001
2022-02-17 23:59:07.285635	2.89E-001	3.02E-001
2022-02-18 00:06:31.289826	2.90E-001	2.69E-001
2022-02-18 00:23:35.299490	2.85E-001	2.63E-001
2022-02-18 00:40:41.309174	2.81E-001	2.57E-001
2022-02-18 00:57:47.318857	2.89E-001	2.70E-001
2022-02-18 01:14:53.328540	2.87E-001	2.77E-001
2022-02-18 01:31:59.338224	2.86E-001	2.60E-001
2022-02-18 01:49:05.347907	2.81E-001	2.77E-001
2022-02-18 02:06:11.357591	2.84E-001	2.57E-001
2022-02-18 02:23:17.367274	2.89E-001	2.69E-001
2022-02-18 02:40:23.376957	2.89E-001	2.76E-001
2022-02-18 02:57:29.386641	2.83E-001	2.68E-001
2022-02-18 03:14:35.396324	2.83E-001	2.85E-001
2022-02-18 03:31:41.406008	2.89E-001	2.82E-001
2022-02-18 03:48:47.415691	2.86E-001	2.76E-001
2022-02-18 04:05:41.425261	2.89E-001	3.13E-001
2022-02-18 04:22:46.434935	2.89E-001	2.74E-001
2022-02-18 04:39:51.444609	2.95E-001	2.85E-001
2022-02-18 04:56:55.454273	2.90E-001	2.65E-001
2022-02-18 05:14:00.463947	2.93E-001	3.11E-001
2022-02-18 05:31:04.473612	2.93E-001	2.74E-001
2022-02-18 05:48:08.483276	2.95E-001	2.77E-001
2022-02-18 06:05:13.492950	2.97E-001	2.90E-001
2022-02-18 06:22:18.502624	3.01E-001	2.80E-001
2022-02-18 06:39:23.512298	3.01E-001	2.76E-001
2022-02-18 06:56:27.521963	3.02E-001	3.00E-001
2022-02-18 07:13:31.531627	2.96E-001	2.84E-001
2022-02-18 07:30:36.541301	3.06E-001	2.94E-001
2022-02-18 07:47:40.550966	3.17E-001	2.69E-001
2022-02-18 08:04:44.560630	3.03E-001	2.79E-001
2022-02-18 08:21:48.570295	3.02E-001	3.09E-001
2022-02-18 08:38:52.579959	3.07E-001	2.71E-001
2022-02-18 08:55:58.589643	3.02E-001	2.90E-001
2022-02-18 09:13:04.599326	3.11E-001	3.06E-001
2022-02-18 09:30:10.609010	3.03E-001	2.73E-001
2022-02-18 09:47:16.618693	3.03E-001	2.76E-001
2022-02-18 10:04:22.628376	3.07E-001	2.89E-001
2022-02-18 10:21:28.638060	3.04E-001	2.74E-001
2022-02-18 10:38:34.647743	3.00E-001	2.95E-001
2022-02-18 10:55:40.657426	3.05E-001	2.83E-001
2022-02-18 11:12:46.667110	3.07E-001	2.63E-001
2022-02-18 11:29:52.676793	3.02E-001	2.84E-001
2022-02-18 11:46:40.686307	3.07E-001	2.90E-001
2022-02-18 11:58:50.693196	3.02E-001	2.61E-001
2022-02-18 12:15:55.702870	2.95E-001	2.92E-001
2022-02-18 12:32:59.712535	2.98E-001	2.73E-001
2022-02-18 12:50:05.722218	2.98E-001	2.85E-001
2022-02-18 13:07:11.731902	2.95E-001	2.68E-001
2022-02-18 13:24:17.741585	2.95E-001	2.80E-001
2022-02-18 13:41:21.751250	2.92E-001	2.89E-001
2022-02-18 13:57:09.760197	2.93E-001	2.65E-001
2022-02-18 14:14:14.769871	2.91E-001	2.74E-001
2022-02-18 14:31:19.779545	2.88E-001	2.82E-001
2022-02-18 14:48:25.789228	2.94E-001	2.77E-001
2022-02-18 15:05:31.798912	2.97E-001	2.77E-001
2022-02-18 15:22:37.808595	2.98E-001	2.94E-001
2022-02-18 15:39:43.818278	2.93E-001	2.76E-001
2022-02-18 15:56:49.827962	2.88E-001	2.94E-001
2022-02-18 16:13:55.837645	2.91E-001	2.82E-001
2022-02-18 16:31:01.847328	2.91E-001	2.99E-001
2022-02-18 16:48:07.857012	2.89E-001	2.66E-001
2022-02-18 17:05:13.866695	2.95E-001	2.89E-001
2022-02-18 17:22:19.876379	2.97E-001	2.79E-001
2022-02-18 17:39:25.886062	2.91E-001	2.65E-001
2022-02-18 17:56:31.895745	2.91E-001	2.85E-001
2022-02-18 18:13:37.905429	2.93E-001	2.85E-001
2022-02-18 18:30:43.915112	2.90E-001	2.74E-001
2022-02-18 18:47:49.924796	2.86E-001	2.84E-001
2022-02-18 19:04:55.934479	2.92E-001	2.78E-001
2022-02-18 19:22:01.944162	2.88E-001	2.82E-001
2022-02-18 19:39:07.953846	2.86E-001	2.88E-001
2022-02-18 19:56:13.963529	2.93E-001	2.66E-001
2022-02-18 20:13:19.973212	2.87E-001	2.81E-001
2022-02-18 20:30:25.982896	2.82E-001	2.90E-001
2022-02-18 20:47:31.992579	2.87E-001	2.51E-001
2022-02-18 21:04:38.002263	2.86E-001	2.86E-001
2022-02-18 21:21:44.011946	2.87E-001	2.91E-001
2022-02-18 21:38:50.021629	2.83E-001	2.65E-001
2022-02-18 21:55:56.031313	2.91E-001	2.72E-001
2022-02-18 22:13:02.040996	2.89E-001	2.79E-001
2022-02-18 22:30:08.050680	2.83E-001	2.84E-001
2022-02-18 22:47:14.060363	2.87E-001	2.88E-001
2022-02-18 23:04:20.070046	2.83E-001	2.79E-001
2022-02-18 23:21:26.079730	2.89E-001	2.86E-001
2022-02-18 23:38:32.089413	2.87E-001	2.83E-001
2022-02-18 23:55:38.099097	2.88E-001	2.76E-001
2022-02-19 00:12:44.108780	2.87E-001	2.52E-001
2022-02-19 00:29:17.118152	2.81E-001	2.58E-001
2022-02-19 00:42:54.125863	2.88E-001	2.79E-001
2022-02-19 00:59:59.135537	2.91E-001	2.51E-001
2022-02-19 01:17:05.145220	2.83E-001	2.79E-001
2022-02-19 01:34:11.154903	2.86E-001	2.73E-001
2022-02-19 01:51:17.164587	2.91E-001	2.66E-001
2022-02-19 02:08:23.174270	2.83E-001	2.74E-001
2022-02-19 02:25:29.183954	2.88E-001	2.66E-001
2022-02-19 02:42:35.193637	2.92E-001	2.69E-001
2022-02-19 02:59:41.203320	2.88E-001	2.85E-001
2022-02-19 03:16:47.213004	2.88E-001	2.75E-001
2022-02-19 03:33:53.222687	2.88E-001	2.63E-001
2022-02-19 03:50:59.232371	2.91E-001	2.77E-001
2022-02-19 04:08:05.242054	2.87E-001	2.67E-001
2022-02-19 04:25:11.251737	2.90E-001	3.01E-001
2022-02-19 04:42:17.261421	2.93E-001	2.74E-001
2022-02-19 04:59:09.270972	2.91E-001	2.81E-001
2022-02-19 05:16:14.280646	2.93E-001	2.60E-001
2022-02-19 05:33:19.290320	2.92E-001	2.71E-001
2022-02-19 05:50:24.299994	2.92E-001	2.72E-001
2022-02-19 06:07:28.309658	2.98E-001	2.80E-001
2022-02-19 06:24:33.319332	3.02E-001	2.91E-001
2022-02-19 06:41:38.329006	2.92E-001	2.79E-001
2022-02-19 06:58:42.338671	2.99E-001	2.74E-001
2022-02-19 07:15:46.348335	2.96E-001	2.79E-001
2022-02-19 07:32:52.358019	2.98E-001	2.74E-001
2022-02-19 07:49:58.367702	2.99E-001	2.71E-001
2022-02-19 08:07:04.377385	2.97E-001	2.99E-001
2022-02-19 08:24:10.387069	2.99E-001	2.84E-001
2022-02-19 08:41:09.396686	2.94E-001	3.03E-001
2022-02-19 08:58:12.406341	2.99E-001	2.85E-001
2022-02-19 09:15:18.416025	2.95E-001	2.73E-001
2022-02-19 09:32:24.425708	2.99E-001	2.87E-001
2022-02-19 09:49:30.435391	2.96E-001	2.66E-001
2022-02-19 10:06:36.445075	2.98E-001	2.68E-001
2022-02-19 10:23:35.454692	3.01E-001	2.97E-001
2022-02-19 10:40:39.464357	3.01E-001	2.72E-001
2022-02-19 10:57:44.474031	2.96E-001	2.70E-001
2022-02-19 11:14:48.483695	3.07E-001	2.77E-001
2022-02-19 11:31:53.493369	3.02E-001	2.80E-001
2022-02-19 11:48:57.503033	2.96E-001	3.06E-001
2022-02-19 12:06:01.512698	2.95E-001	2.70E-001
2022-02-19 12:23:05.522363	3.00E-001	2.78E-001
2022-02-19 12:40:09.532027	3.02E-001	3.07E-001
2022-02-19 12:57:14.541701	2.95E-001	2.92E-001
2022-02-19 13:14:18.551365	2.96E-001	2.84E-001
2022-02-19 13:31:24.561049	3.01E-001	2.86E-001
2022-02-19 13:44:14.568316	2.97E-001	2.65E-001
2022-02-19 14:01:18.577981	3.01E-001	3.24E-001
2022-02-19 14:18:24.587664	2.97E-001	2.90E-001
2022-02-19 14:35:30.597347	2.96E-001	2.71E-001
2022-02-19 14:52:36.607031	2.98E-001	2.65E-001
2022-02-19 15:09:42.616714	3.00E-001	2.91E-001
2022-02-19 15:26:48.626398	2.92E-001	2.83E-001
2022-02-19 15:43:54.636081	2.98E-001	2.96E-001
2022-02-19 16:01:00.645764	2.93E-001	2.77E-001
2022-02-19 16:18:06.655448	2.97E-001	2.81E-001
2022-02-19 16:35:12.665131	2.93E-001	2.86E-001
2022-02-19 16:52:07.674711	2.94E-001	2.76E-001
2022-02-19 17:09:13.684394	2.89E-001	2.71E-001
2022-02-19 17:26:19.694077	2.95E-001	2.75E-001
2022-02-19 17:43:25.703761	2.91E-001	2.60E-001
2022-02-19 18:00:31.713444	2.91E-001	2.83E-001
2022-02-19 18:17:37.723128	2.93E-001	3.13E-001
2022-02-19 18:34:43.732811	2.89E-001	2.73E-001
2022-02-19 18:51:49.742494	2.90E-001	2.63E-001
2022-02-19 19:08:55.752178	2.84E-001	2.85E-001
2022-02-19 19:26:01.761861	2.93E-001	2.97E-001
2022-02-19 19:43:07.771545	2.84E-001	2.78E-001
