2022-04-01 04:57:56  120.48716405549268
2022-04-01 04:58:00  120.47693222992014
2022-04-01 04:58:04  120.4667331081623
2022-04-01 04:58:08  120.45649871933183
2022-04-01 04:58:12  120.44619874309342
2022-04-01 04:58:16  120.43596204992535
2022-04-01 04:58:20  120.42572523016813
2022-04-01 04:58:24  120.41551891252676
2022-04-01 04:58:28  120.4052784253728
2022-04-01 04:58:32  120.39503793466714
2022-04-01 04:58:36  120.38479498649527
2022-04-01 04:58:40  120.3745520109554
2022-04-01 04:58:44  120.36430670750849
2022-04-01 04:58:48  120.35409404214926
2022-04-01 04:58:52  120.34384624898975
2022-04-01 04:58:56  120.33359819303364
2022-04-01 04:59:00  120.32334791055935
2022-04-01 04:59:04  120.31309626315665
2022-04-01 04:59:08  120.30287729873451
2022-04-01 04:59:12  120.29262321503539
2022-04-01 04:59:16  120.28230389018503
2022-04-01 04:59:20  120.2720473077476
2022-04-01 04:59:24  120.2617908251424
2022-04-01 04:59:28  120.2515643758807
2022-04-01 04:59:32  120.24130508989477
2022-04-01 04:59:36  120.23104376088479
2022-04-01 04:59:40  120.22078216407802
2022-04-01 04:59:44  120.21051819658102
2022-04-01 04:59:48  120.20025276687544
2022-04-01 04:59:52  120.19002019003486
2022-04-01 04:59:56  120.17975212802726
2022-04-01 05:00:00  120.16948457212571
2022-04-01 05:00:04  120.15921425103335
2022-04-01 05:00:08  120.1489439962627
2022-04-01 05:00:12  120.13870364587015
2022-04-01 05:00:16  120.12842943415559
2022-04-01 05:00:20  120.11809082406002
2022-04-01 05:00:24  120.10781537085307
2022-04-01 05:00:28  120.09753750998549
2022-04-01 05:00:32  120.08729102635542
2022-04-01 05:00:36  120.07701187118637
2022-04-01 05:00:40  120.06673024237428
2022-04-01 05:00:44  120.0564485262784
2022-04-01 05:00:48  120.04616451460775
2022-04-01 05:00:52  120.03588041797943
2022-04-01 05:00:56  120.02562599602611
2022-04-01 05:01:00  120.01533819662436
2022-04-01 05:01:04  120.00505034292617
2022-04-01 05:01:08  119.99475965508289
